Time,[Altitude (Baro-Ft-AGL)]
14.6525,5465.58
14.6538,5465.58
14.655,5465.58
14.6563,5465.58
14.6575,5465.58
14.6587,5465.58
14.66,5465.58
14.6613,5465.58
14.6625,5465.58
14.6637,5465.58
14.665,5465.58
14.6663,5465.58
14.6675,5465.58
14.6687,5465.58
14.67,5465.58
14.6713,5465.58
14.6725,5465.58
14.6737,5465.58
14.675,5465.58
14.6763,5465.58
14.6775,5465.58
14.6788,5465.58
14.68,5465.58
14.6812,5465.58
14.6825,5465.58
14.6838,5465.58
14.685,5465.58
14.6862,5465.58
14.6875,5465.58
14.6888,5465.58
14.69,5465.58
14.6912,5465.58
14.6925,5465.58
14.6938,5465.58
14.695,5470.93
14.6962,5470.93
14.6975,5470.93
14.6987,5470.93
14.7,5470.93
14.7013,5470.93
14.7025,5470.93
14.7037,5470.93
14.705,5470.93
14.7063,5470.93
14.7075,5470.93
14.7087,5470.93
14.71,5470.93
14.7113,5470.93
14.7125,5470.93
14.7137,5470.93
14.715,5470.93
14.7163,5470.93
14.7175,5470.93
14.7188,5470.93
14.72,5470.93
14.7212,5470.93
14.7225,5470.93
14.7238,5470.93
14.725,5470.93
14.7262,5470.93
14.7275,5470.93
14.7288,5470.93
14.73,5470.93
14.7312,5470.93
14.7325,5470.93
14.7338,5470.93
14.735,5470.93
14.7362,5470.93
14.7375,5470.93
14.7388,5470.93
14.74,5470.93
14.7413,5470.93
14.7425,5470.93
14.7437,5470.93
14.745,5473.6
14.7463,5473.6
14.7475,5473.6
14.7487,5473.6
14.75,5473.6
14.7513,5473.6
14.7525,5473.6
14.7537,5473.6
14.755,5473.6
14.7563,5473.6
14.7575,5473.6
14.7587,5473.6
14.76,5473.6
14.7612,5473.6
14.7625,5473.6
14.7638,5473.6
14.765,5473.6
14.7662,5473.6
14.7675,5473.6
14.7688,5473.6
14.77,5473.6
14.7712,5473.6
14.7725,5473.6
14.7738,5473.6
14.775,5473.6
14.7762,5473.6
14.7775,5473.6
14.7788,5473.6
14.78,5473.6
14.7813,5473.6
14.7825,5473.6
14.7837,5473.6
14.785,5473.6
14.7863,5473.6
14.7875,5473.6
14.7887,5473.6
14.79,5473.6
14.7913,5473.6
14.7925,5473.6
14.7937,5473.6
14.795,5478.96
14.7963,5478.96
14.7975,5478.96
14.7987,5478.96
14.8,5478.96
14.8013,5478.96
14.8025,5478.96
14.8038,5478.96
14.805,5478.96
14.8062,5478.96
14.8075,5478.96
14.8088,5478.96
14.81,5478.96
14.8112,5478.96
14.8125,5478.96
14.8138,5478.96
14.815,5478.96
14.8162,5478.96
14.8175,5478.96
14.8188,5478.96
14.82,5478.96
14.8212,5478.96
14.8225,5478.96
14.8237,5478.96
14.825,5478.96
14.8263,5478.96
14.8275,5478.96
14.8287,5478.96
14.83,5478.96
14.8313,5478.96
14.8325,5478.96
14.8337,5478.96
14.835,5478.96
14.8363,5478.96
14.8375,5478.96
14.8387,5478.96
14.84,5478.96
14.8413,5478.96
14.8425,5478.96
14.8438,5478.96
14.845,5481.63
14.8462,5481.63
14.8475,5481.63
14.8488,5481.63
14.85,5481.63
14.8512,5481.63
14.8525,5481.63
14.8538,5481.63
14.855,5481.63
14.8562,5481.63
14.8575,5481.63
14.8588,5481.63
14.86,5481.63
14.8612,5481.63
14.8625,5481.63
14.8638,5481.63
14.865,5481.63
14.8663,5481.63
14.8675,5481.63
14.8687,5481.63
14.87,5481.63
14.8713,5481.63
14.8725,5481.63
14.8737,5481.63
14.875,5481.63
14.8763,5481.63
14.8775,5481.63
14.8787,5481.63
14.88,5481.63
14.8813,5481.63
14.8825,5481.63
14.8837,5481.63
14.885,5481.63
14.8862,5481.63
14.8875,5481.63
14.8888,5481.63
14.89,5481.63
14.8912,5481.63
14.8925,5481.63
14.8938,5481.63
14.895,5486.98
14.8962,5486.98
14.8975,5486.98
14.8988,5486.98
14.9,5486.98
14.9012,5486.98
14.9025,5486.98
14.9038,5486.98
14.905,5486.98
14.9063,5486.98
14.9075,5486.98
14.9087,5486.98
14.91,5486.98
14.9113,5486.98
14.9125,5486.98
14.9137,5486.98
14.915,5486.98
14.9163,5486.98
14.9175,5486.98
14.9187,5486.98
14.92,5486.98
14.9213,5486.98
14.9225,5486.98
14.9237,5486.98
14.925,5486.98
14.9263,5486.98
14.9275,5486.98
14.9288,5486.98
14.93,5486.98
14.9312,5486.98
14.9325,5486.98
14.9338,5486.98
14.935,5486.98
14.9362,5486.98
14.9375,5486.98
14.9388,5486.98
14.94,5486.98
14.9412,5486.98
14.9425,5486.98
14.9438,5486.98
14.945,5488.32
14.9462,5488.32
14.9475,5488.32
14.9487,5488.32
14.95,5488.32
14.9513,5488.32
14.9525,5488.32
14.9537,5488.32
14.955,5488.32
14.9563,5488.32
14.9575,5488.32
14.9587,5488.32
14.96,5488.32
14.9613,5488.32
14.9625,5488.32
14.9637,5488.32
14.965,5488.32
14.9663,5488.32
14.9675,5488.32
14.9688,5488.32
14.97,5488.32
14.9712,5488.32
14.9725,5488.32
14.9738,5488.32
14.975,5488.32
14.9762,5488.32
14.9775,5488.32
14.9788,5488.32
14.98,5488.32
14.9812,5488.32
14.9825,5488.32
14.9838,5488.32
14.985,5488.32
14.9862,5488.32
14.9875,5488.32
14.9888,5488.32
14.99,5488.32
14.9913,5488.32
14.9925,5488.32
14.9937,5488.32
14.995,5492.33
14.9963,5492.33
14.9975,5492.33
14.9987,5492.33
15,5492.33
15.0013,5492.33
15.0025,5492.33
15.0037,5492.33
15.005,5492.33
15.0063,5492.33
15.0075,5492.33
15.0087,5492.33
15.01,5492.33
15.0112,5492.33
15.0125,5492.33
15.0138,5492.33
15.015,5492.33
15.0162,5492.33
15.0175,5492.33
15.0188,5492.33
15.02,5492.33
15.0212,5492.33
15.0225,5492.33
15.0238,5492.33
15.025,5492.33
15.0262,5492.33
15.0275,5492.33
15.0288,5492.33
15.03,5492.33
15.0313,5492.33
15.0325,5492.33
15.0337,5492.33
15.035,5492.33
15.0363,5492.33
15.0375,5492.33
15.0387,5492.33
15.04,5492.33
15.0413,5492.33
15.0425,5492.33
15.0437,5492.33
15.045,5495.01
15.0463,5495.01
15.0475,5495.01
15.0487,5495.01
15.05,5495.01
15.0513,5495.01
15.0525,5495.01
15.0538,5495.01
15.055,5495.01
15.0562,5495.01
15.0575,5495.01
15.0588,5495.01
15.06,5495.01
15.0612,5495.01
15.0625,5495.01
15.0638,5495.01
15.065,5495.01
15.0662,5495.01
15.0675,5495.01
15.0688,5495.01
15.07,5495.01
15.0712,5495.01
15.0725,5495.01
15.0737,5495.01
15.075,5495.01
15.0763,5495.01
15.0775,5495.01
15.0787,5495.01
15.08,5495.01
15.0813,5495.01
15.0825,5495.01
15.0837,5495.01
15.085,5495.01
15.0863,5495.01
15.0875,5495.01
15.0887,5495.01
15.09,5495.01
15.0913,5495.01
15.0925,5495.01
15.0938,5495.01
15.095,5500.37
15.0962,5500.37
15.0975,5500.37
15.0988,5500.37
15.1,5500.37
15.1012,5500.37
15.1025,5500.37
15.1038,5500.37
15.105,5500.37
15.1062,5500.37
15.1075,5500.37
15.1088,5500.37
15.11,5500.37
15.1112,5500.37
15.1125,5500.37
15.1138,5500.37
15.115,5500.37
15.1163,5500.37
15.1175,5500.37
15.1187,5500.37
15.12,5500.37
15.1213,5500.37
15.1225,5500.37
15.1237,5500.37
15.125,5500.37
15.1263,5500.37
15.1275,5500.37
15.1287,5500.37
15.13,5500.37
15.1313,5500.37
15.1325,5500.37
15.1337,5500.37
15.135,5500.37
15.1362,5500.37
15.1375,5500.37
15.1388,5500.37
15.14,5500.37
15.1412,5500.37
15.1425,5500.37
15.1438,5500.37
15.145,5503.05
15.1462,5503.05
15.1475,5503.05
15.1488,5503.05
15.15,5503.05
15.1512,5503.05
15.1525,5503.05
15.1538,5503.05
15.155,5503.05
15.1563,5503.05
15.1575,5503.05
15.1587,5503.05
15.16,5503.05
15.1613,5503.05
15.1625,5503.05
15.1637,5503.05
15.165,5503.05
15.1663,5503.05
15.1675,5503.05
15.1687,5503.05
15.17,5503.05
15.1713,5503.05
15.1725,5503.05
15.1737,5503.05
15.175,5503.05
15.1763,5503.05
15.1775,5503.05
15.1788,5503.05
15.18,5503.05
15.1812,5503.05
15.1825,5503.05
15.1838,5503.05
15.185,5503.05
15.1862,5503.05
15.1875,5503.05
15.1888,5503.05
15.19,5503.05
15.1912,5503.05
15.1925,5503.05
15.1938,5503.05
15.195,5508.4
15.1962,5508.4
15.1975,5508.4
15.1987,5508.4
15.2,5508.4
15.2013,5508.4
15.2025,5508.4
15.2037,5508.4
15.205,5508.4
15.2063,5508.4
15.2075,5508.4
15.2087,5508.4
15.21,5508.4
15.2113,5508.4
15.2125,5508.4
15.2137,5508.4
15.215,5508.4
15.2163,5508.4
15.2175,5508.4
15.2188,5508.4
15.22,5508.4
15.2212,5508.4
15.2225,5508.4
15.2238,5508.4
15.225,5508.4
15.2262,5508.4
15.2275,5508.4
15.2288,5508.4
15.23,5508.4
15.2312,5508.4
15.2325,5508.4
15.2338,5508.4
15.235,5508.4
15.2362,5508.4
15.2375,5508.4
15.2388,5508.4
15.24,5508.4
15.2413,5508.4
15.2425,5508.4
15.2437,5508.4
15.245,5509.74
15.2463,5509.74
15.2475,5509.74
15.2487,5509.74
15.25,5509.74
15.2513,5509.74
15.2525,5509.74
15.2537,5509.74
15.255,5509.74
15.2563,5509.74
15.2575,5509.74
15.2587,5509.74
15.26,5509.74
15.2612,5509.74
15.2625,5509.74
15.2638,5509.74
15.265,5509.74
15.2662,5509.74
15.2675,5509.74
15.2688,5509.74
15.27,5509.74
15.2712,5509.74
15.2725,5509.74
15.2738,5509.74
15.275,5509.74
15.2762,5509.74
15.2775,5509.74
15.2788,5509.74
15.28,5509.74
15.2813,5509.74
15.2825,5509.74
15.2837,5509.74
15.285,5509.74
15.2863,5509.74
15.2875,5509.74
15.2887,5509.74
15.29,5509.74
15.2913,5509.74
15.2925,5509.74
15.2937,5509.74
15.295,5512.42
15.2963,5512.42
15.2975,5512.42
15.2987,5512.42
15.3,5512.42
15.3013,5512.42
15.3025,5512.42
15.3038,5512.42
15.305,5512.42
15.3062,5512.42
15.3075,5512.42
15.3088,5512.42
15.31,5512.42
15.3112,5512.42
15.3125,5512.42
15.3138,5512.42
15.315,5512.42
15.3162,5512.42
15.3175,5512.42
15.3188,5512.42
15.32,5512.42
15.3212,5512.42
15.3225,5512.42
15.3237,5512.42
15.325,5512.42
15.3263,5512.42
15.3275,5512.42
15.3287,5512.42
15.33,5512.42
15.3313,5512.42
15.3325,5512.42
15.3337,5512.42
15.335,5512.42
15.3363,5512.42
15.3375,5512.42
15.3387,5512.42
15.34,5512.42
15.3413,5512.42
15.3425,5512.42
15.3438,5512.42
15.345,5513.75
15.3462,5513.75
15.3475,5513.75
15.3488,5513.75
15.35,5513.75
15.3512,5513.75
15.3525,5513.75
15.3538,5513.75
15.355,5513.75
15.3562,5513.75
15.3575,5513.75
15.3588,5513.75
15.36,5513.75
15.3612,5513.75
15.3625,5513.75
15.3638,5513.75
15.365,5513.75
15.3663,5513.75
15.3675,5513.75
15.3687,5513.75
15.37,5513.75
15.3713,5513.75
15.3725,5513.75
15.3737,5513.75
15.375,5513.75
15.3763,5513.75
15.3775,5513.75
15.3787,5513.75
15.38,5513.75
15.3813,5513.75
15.3825,5513.75
15.3837,5513.75
15.385,5513.75
15.3862,5513.75
15.3875,5513.75
15.3888,5513.75
15.39,5513.75
15.3912,5513.75
15.3925,5513.75
15.3938,5513.75
15.395,5517.78
15.3962,5517.78
15.3975,5517.78
15.3988,5517.78
15.4,5517.78
15.4012,5517.78
15.4025,5517.78
15.4038,5517.78
15.405,5517.78
15.4063,5517.78
15.4075,5517.78
15.4087,5517.78
15.41,5517.78
15.4113,5517.78
15.4125,5517.78
15.4137,5517.78
15.415,5517.78
15.4163,5517.78
15.4175,5517.78
15.4187,5517.78
15.42,5517.78
15.4213,5517.78
15.4225,5517.78
15.4237,5517.78
15.425,5517.78
15.4263,5517.78
15.4275,5517.78
15.4288,5517.78
15.43,5517.78
15.4312,5517.78
15.4325,5517.78
15.4338,5517.78
15.435,5517.78
15.4362,5517.78
15.4375,5517.78
15.4388,5517.78
15.44,5517.78
15.4412,5517.78
15.4425,5517.78
15.4438,5517.78
15.445,5519.11
15.4462,5519.11
15.4475,5519.11
15.4487,5519.11
15.45,5519.11
15.4513,5519.11
15.4525,5519.11
15.4537,5519.11
15.455,5519.11
15.4563,5519.11
15.4575,5519.11
15.4587,5519.11
15.46,5519.11
15.4613,5519.11
15.4625,5519.11
15.4637,5519.11
15.465,5519.11
15.4663,5519.11
15.4675,5519.11
15.4688,5519.11
15.47,5519.11
15.4712,5519.11
15.4725,5519.11
15.4738,5519.11
15.475,5519.11
15.4762,5519.11
15.4775,5519.11
15.4788,5519.11
15.48,5519.11
15.4812,5519.11
15.4825,5519.11
15.4838,5519.11
15.485,5519.11
15.4862,5519.11
15.4875,5519.11
15.4888,5519.11
15.49,5519.11
15.4913,5519.11
15.4925,5519.11
15.4937,5519.11
15.495,5524.48
15.4963,5524.48
15.4975,5524.48
15.4987,5524.48
15.5,5524.48
15.5013,5524.48
15.5025,5524.48
15.5037,5524.48
15.505,5524.48
15.5063,5524.48
15.5075,5524.48
15.5087,5524.48
15.51,5524.48
15.5112,5524.48
15.5125,5524.48
15.5138,5524.48
15.515,5524.48
15.5162,5524.48
15.5175,5524.48
15.5188,5524.48
15.52,5524.48
15.5212,5524.48
15.5225,5524.48
15.5238,5524.48
15.525,5524.48
15.5262,5524.48
15.5275,5524.48
15.5288,5524.48
15.53,5524.48
15.5313,5524.48
15.5325,5524.48
15.5337,5524.48
15.535,5524.48
15.5363,5524.48
15.5375,5524.48
15.5387,5524.48
15.54,5524.48
15.5413,5524.48
15.5425,5524.48
15.5437,5524.48
15.545,5525.81
15.5463,5525.81
15.5475,5525.81
15.5487,5525.81
15.55,5525.81
15.5513,5525.81
15.5525,5525.81
15.5538,5525.81
15.555,5525.81
15.5562,5525.81
15.5575,5525.81
15.5588,5525.81
15.56,5525.81
15.5612,5525.81
15.5625,5525.81
15.5638,5525.81
15.565,5525.81
15.5662,5525.81
15.5675,5525.81
15.5688,5525.81
15.57,5525.81
15.5712,5525.81
15.5725,5525.81
15.5737,5525.81
15.575,5525.81
15.5763,5525.81
15.5775,5525.81
15.5787,5525.81
15.58,5525.81
15.5813,5525.81
15.5825,5525.81
15.5837,5525.81
15.585,5525.81
15.5863,5525.81
15.5875,5525.81
15.5887,5525.81
15.59,5525.81
15.5913,5525.81
15.5925,5525.81
15.5938,5525.81
15.595,5528.49
15.5962,5528.49
15.5975,5528.49
15.5988,5528.49
15.6,5528.49
15.6012,5528.49
15.6025,5528.49
15.6038,5528.49
15.605,5528.49
15.6062,5528.49
15.6075,5528.49
15.6088,5528.49
15.61,5528.49
15.6112,5528.49
15.6125,5528.49
15.6138,5528.49
15.615,5528.49
15.6163,5528.49
15.6175,5528.49
15.6187,5528.49
15.62,5528.49
15.6213,5528.49
15.6225,5528.49
15.6237,5528.49
15.625,5528.49
15.6263,5528.49
15.6275,5528.49
15.6287,5528.49
15.63,5528.49
15.6313,5528.49
15.6325,5528.49
15.6337,5528.49
15.635,5528.49
15.6362,5528.49
15.6375,5528.49
15.6388,5528.49
15.64,5528.49
15.6412,5528.49
15.6425,5528.49
15.6438,5528.49
15.645,5529.83
15.6462,5529.83
15.6475,5529.83
15.6488,5529.83
15.65,5529.83
15.6512,5529.83
15.6525,5529.83
15.6538,5529.83
15.655,5529.83
15.6563,5529.83
15.6575,5529.83
15.6587,5529.83
15.66,5529.83
15.6613,5529.83
15.6625,5529.83
15.6637,5529.83
15.665,5529.83
15.6663,5529.83
15.6675,5529.83
15.6687,5529.83
15.67,5529.83
15.6713,5529.83
15.6725,5529.83
15.6737,5529.83
15.675,5529.83
15.6763,5529.83
15.6775,5529.83
15.6788,5529.83
15.68,5529.83
15.6812,5529.83
15.6825,5529.83
15.6838,5529.83
15.685,5529.83
15.6862,5529.83
15.6875,5529.83
15.6888,5529.83
15.69,5529.83
15.6912,5529.83
15.6925,5529.83
15.6938,5529.83
15.695,5533.86
15.6962,5533.86
15.6975,5533.86
15.6987,5533.86
15.7,5533.86
15.7013,5533.86
15.7025,5533.86
15.7037,5533.86
15.705,5533.86
15.7063,5533.86
15.7075,5533.86
15.7087,5533.86
15.71,5533.86
15.7113,5533.86
15.7125,5533.86
15.7137,5533.86
15.715,5533.86
15.7163,5533.86
15.7175,5533.86
15.7188,5533.86
15.72,5533.86
15.7212,5533.86
15.7225,5533.86
15.7238,5533.86
15.725,5533.86
15.7262,5533.86
15.7275,5533.86
15.7288,5533.86
15.73,5533.86
15.7312,5533.86
15.7325,5533.86
15.7338,5533.86
15.735,5533.86
15.7362,5533.86
15.7375,5533.86
15.7388,5533.86
15.74,5533.86
15.7413,5533.86
15.7425,5533.86
15.7437,5533.86
15.745,5535.19
15.7463,5535.19
15.7475,5535.19
15.7487,5535.19
15.75,5535.19
15.7513,5535.19
15.7525,5535.19
15.7537,5535.19
15.755,5535.19
15.7563,5535.19
15.7575,5535.19
15.7587,5535.19
15.76,5535.19
15.7612,5535.19
15.7625,5535.19
15.7638,5535.19
15.765,5535.19
15.7662,5535.19
15.7675,5535.19
15.7688,5535.19
15.77,5535.19
15.7712,5535.19
15.7725,5535.19
15.7738,5535.19
15.775,5535.19
15.7762,5535.19
15.7775,5535.19
15.7788,5535.19
15.78,5535.19
15.7813,5535.19
15.7825,5535.19
15.7837,5535.19
15.785,5535.19
15.7863,5535.19
15.7875,5535.19
15.7887,5535.19
15.79,5535.19
15.7913,5535.19
15.7925,5535.19
15.7937,5535.19
15.795,5536.53
15.7963,5536.53
15.7975,5536.53
15.7987,5536.53
15.8,5536.53
15.8013,5536.53
15.8025,5536.53
15.8038,5536.53
15.805,5536.53
15.8062,5536.53
15.8075,5536.53
15.8088,5536.53
15.81,5536.53
15.8112,5536.53
15.8125,5536.53
15.8138,5536.53
15.815,5536.53
15.8162,5536.53
15.8175,5536.53
15.8188,5536.53
15.82,5536.53
15.8212,5536.53
15.8225,5536.53
15.8237,5536.53
15.825,5536.53
15.8263,5536.53
15.8275,5536.53
15.8287,5536.53
15.83,5536.53
15.8313,5536.53
15.8325,5536.53
15.8337,5536.53
15.835,5536.53
15.8363,5536.53
15.8375,5536.53
15.8387,5536.53
15.84,5536.53
15.8413,5536.53
15.8425,5536.53
15.8438,5536.53
15.845,5536.53
15.8462,5536.53
15.8475,5536.53
15.8488,5536.53
15.85,5536.53
15.8512,5536.53
15.8525,5536.53
15.8538,5536.53
15.855,5536.53
15.8562,5536.53
15.8575,5536.53
15.8588,5536.53
15.86,5536.53
15.8612,5536.53
15.8625,5536.53
15.8638,5536.53
15.865,5536.53
15.8663,5536.53
15.8675,5536.53
15.8687,5536.53
15.87,5536.53
15.8713,5536.53
15.8725,5536.53
15.8737,5536.53
15.875,5536.53
15.8763,5536.53
15.8775,5536.53
15.8787,5536.53
15.88,5536.53
15.8813,5536.53
15.8825,5536.53
15.8837,5536.53
15.885,5536.53
15.8862,5536.53
15.8875,5536.53
15.8888,5536.53
15.89,5536.53
15.8912,5536.53
15.8925,5536.53
15.8938,5536.53
15.895,5541.89
15.8962,5541.89
15.8975,5541.89
15.8988,5541.89
15.9,5541.89
15.9012,5541.89
15.9025,5541.89
15.9038,5541.89
15.905,5541.89
15.9063,5541.89
15.9075,5541.89
15.9087,5541.89
15.91,5541.89
15.9113,5541.89
15.9125,5541.89
15.9137,5541.89
15.915,5541.89
15.9163,5541.89
15.9175,5541.89
15.9187,5541.89
15.92,5541.89
15.9213,5541.89
15.9225,5541.89
15.9237,5541.89
15.925,5541.89
15.9263,5541.89
15.9275,5541.89
15.9288,5541.89
15.93,5541.89
15.9312,5541.89
15.9325,5541.89
15.9338,5541.89
15.935,5541.89
15.9362,5541.89
15.9375,5541.89
15.9388,5541.89
15.94,5541.89
15.9412,5541.89
15.9425,5541.89
15.9438,5541.89
15.945,5543.24
15.9462,5543.24
15.9475,5543.24
15.9487,5543.24
15.95,5543.24
15.9513,5543.24
15.9525,5543.24
15.9537,5543.24
15.955,5543.24
15.9563,5543.24
15.9575,5543.24
15.9587,5543.24
15.96,5543.24
15.9613,5543.24
15.9625,5543.24
15.9637,5543.24
15.965,5543.24
15.9663,5543.24
15.9675,5543.24
15.9688,5543.24
15.97,5543.24
15.9712,5543.24
15.9725,5543.24
15.9738,5543.24
15.975,5543.24
15.9762,5543.24
15.9775,5543.24
15.9788,5543.24
15.98,5543.24
15.9812,5543.24
15.9825,5543.24
15.9838,5543.24
15.985,5543.24
15.9862,5543.24
15.9875,5543.24
15.9888,5543.24
15.99,5543.24
15.9913,5543.24
15.9925,5543.24
15.9937,5543.24
15.995,5544.58
15.9963,5544.58
15.9975,5544.58
15.9987,5544.58
16,5544.58
16.0012,5544.58
16.0025,5544.58
16.0037,5544.58
16.005,5544.58
16.0063,5544.58
16.0075,5544.58
16.0088,5544.58
16.01,5544.58
16.0112,5544.58
16.0125,5544.58
16.0138,5544.58
16.015,5544.58
16.0163,5544.58
16.0175,5544.58
16.0187,5544.58
16.02,5544.58
16.0212,5544.58
16.0225,5544.58
16.0238,5544.58
16.025,5544.58
16.0263,5544.58
16.0275,5544.58
16.0287,5544.58
16.03,5544.58
16.0313,5544.58
16.0325,5544.58
16.0338,5544.58
16.035,5544.58
16.0362,5544.58
16.0375,5544.58
16.0387,5544.58
16.04,5544.58
16.0413,5544.58
16.0425,5544.58
16.0438,5544.58
16.045,5545.91
16.0462,5545.91
16.0475,5545.91
16.0487,5545.91
16.05,5545.91
16.0513,5545.91
16.0525,5545.91
16.0537,5545.91
16.055,5545.91
16.0562,5545.91
16.0575,5545.91
16.0588,5545.91
16.06,5545.91
16.0613,5545.91
16.0625,5545.91
16.0637,5545.91
16.065,5545.91
16.0662,5545.91
16.0675,5545.91
16.0688,5545.91
16.07,5545.91
16.0713,5545.91
16.0725,5545.91
16.0737,5545.91
16.075,5545.91
16.0763,5545.91
16.0775,5545.91
16.0788,5545.91
16.08,5545.91
16.0812,5545.91
16.0825,5545.91
16.0837,5545.91
16.085,5545.91
16.0863,5545.91
16.0875,5545.91
16.0888,5545.91
16.09,5545.91
16.0912,5545.91
16.0925,5545.91
16.0938,5545.91
16.095,5547.26
16.0963,5547.26
16.0975,5547.26
16.0987,5547.26
16.1,5547.26
16.1012,5547.26
16.1025,5547.26
16.1038,5547.26
16.105,5547.26
16.1063,5547.26
16.1075,5547.26
16.1087,5547.26
16.11,5547.26
16.1112,5547.26
16.1125,5547.26
16.1138,5547.26
16.115,5547.26
16.1162,5547.26
16.1175,5547.26
16.1187,5547.26
16.12,5547.26
16.1213,5547.26
16.1225,5547.26
16.1238,5547.26
16.125,5547.26
16.1262,5547.26
16.1275,5547.26
16.1287,5547.26
16.13,5547.26
16.1313,5547.26
16.1325,5547.26
16.1338,5547.26
16.135,5547.26
16.1362,5547.26
16.1375,5547.26
16.1388,5547.26
16.14,5547.26
16.1413,5547.26
16.1425,5547.26
16.1437,5547.26
16.145,5548.59
16.1462,5548.59
16.1475,5548.59
16.1488,5548.59
16.15,5548.59
16.1513,5548.59
16.1525,5548.59
16.1537,5548.59
16.155,5548.59
16.1563,5548.59
16.1575,5548.59
16.1588,5548.59
16.16,5548.59
16.1612,5548.59
16.1625,5548.59
16.1637,5548.59
16.165,5548.59
16.1663,5548.59
16.1675,5548.59
16.1688,5548.59
16.17,5548.59
16.1712,5548.59
16.1725,5548.59
16.1737,5548.59
16.175,5548.59
16.1763,5548.59
16.1775,5548.59
16.1787,5548.59
16.18,5548.59
16.1812,5548.59
16.1825,5548.59
16.1838,5548.59
16.185,5548.59
16.1863,5548.59
16.1875,5548.59
16.1887,5548.59
16.19,5548.59
16.1912,5548.59
16.1925,5548.59
16.1938,5548.59
16.195,5549.94
16.1963,5549.94
16.1975,5549.94
16.1987,5549.94
16.2,5549.94
16.2013,5549.94
16.2025,5549.94
16.2038,5549.94
16.205,5549.94
16.2062,5549.94
16.2075,5549.94
16.2087,5549.94
16.21,5549.94
16.2113,5549.94
16.2125,5549.94
16.2138,5549.94
16.215,5549.94
16.2162,5549.94
16.2175,5549.94
16.2188,5549.94
16.22,5549.94
16.2213,5549.94
16.2225,5549.94
16.2237,5549.94
16.225,5549.94
16.2262,5549.94
16.2275,5549.94
16.2288,5549.94
16.23,5549.94
16.2313,5549.94
16.2325,5549.94
16.2337,5549.94
16.235,5549.94
16.2362,5549.94
16.2375,5549.94
16.2388,5549.94
16.24,5549.94
16.2412,5549.94
16.2425,5549.94
16.2437,5549.94
16.245,5551.28
16.2463,5551.28
16.2475,5551.28
16.2488,5551.28
16.25,5551.28
16.2512,5551.28
16.2525,5551.28
16.2537,5551.28
16.255,5551.28
16.2563,5551.28
16.2575,5551.28
16.2588,5551.28
16.26,5551.28
16.2612,5551.28
16.2625,5551.28
16.2638,5551.28
16.265,5551.28
16.2663,5551.28
16.2675,5551.28
16.2687,5551.28
16.27,5551.28
16.2712,5551.28
16.2725,5551.28
16.2738,5551.28
16.275,5551.28
16.2763,5551.28
16.2775,5551.28
16.2787,5551.28
16.28,5551.28
16.2813,5551.28
16.2825,5551.28
16.2838,5551.28
16.285,5551.28
16.2862,5551.28
16.2875,5551.28
16.2887,5551.28
16.29,5551.28
16.2913,5551.28
16.2925,5551.28
16.2938,5551.28
16.295,5553.96
16.2962,5553.96
16.2975,5553.96
16.2987,5553.96
16.3,5553.96
16.3013,5553.96
16.3025,5553.96
16.3037,5553.96
16.305,5553.96
16.3062,5553.96
16.3075,5553.96
16.3088,5553.96
16.31,5553.96
16.3113,5553.96
16.3125,5553.96
16.3137,5553.96
16.315,5553.96
16.3162,5553.96
16.3175,5553.96
16.3188,5553.96
16.32,5553.96
16.3213,5553.96
16.3225,5553.96
16.3237,5553.96
16.325,5553.96
16.3263,5553.96
16.3275,5553.96
16.3288,5553.96
16.33,5553.96
16.3312,5553.96
16.3325,5553.96
16.3337,5553.96
16.335,5553.96
16.3363,5553.96
16.3375,5553.96
16.3388,5553.96
16.34,5553.96
16.3412,5553.96
16.3425,5553.96
16.3438,5553.96
16.345,5553.96
16.3463,5553.96
16.3475,5553.96
16.3487,5553.96
16.35,5553.96
16.3512,5553.96
16.3525,5553.96
16.3538,5553.96
16.355,5553.96
16.3563,5553.96
16.3575,5553.96
16.3587,5553.96
16.36,5553.96
16.3612,5553.96
16.3625,5553.96
16.3638,5553.96
16.365,5553.96
16.3662,5553.96
16.3675,5553.96
16.3687,5553.96
16.37,5553.96
16.3713,5553.96
16.3725,5553.96
16.3738,5553.96
16.375,5553.96
16.3762,5553.96
16.3775,5553.96
16.3787,5553.96
16.38,5553.96
16.3813,5553.96
16.3825,5553.96
16.3838,5553.96
16.385,5553.96
16.3862,5553.96
16.3875,5553.96
16.3888,5553.96
16.39,5553.96
16.3913,5553.96
16.3925,5553.96
16.3937,5553.96
16.395,5555.3
16.3962,5555.3
16.3975,5555.3
16.3988,5555.3
16.4,5555.3
16.4013,5555.3
16.4025,5555.3
16.4037,5555.3
16.405,5555.3
16.4063,5555.3
16.4075,5555.3
16.4088,5555.3
16.41,5555.3
16.4112,5555.3
16.4125,5555.3
16.4137,5555.3
16.415,5555.3
16.4163,5555.3
16.4175,5555.3
16.4188,5555.3
16.42,5555.3
16.4212,5555.3
16.4225,5555.3
16.4237,5555.3
16.425,5555.3
16.4263,5555.3
16.4275,5555.3
16.4287,5555.3
16.43,5555.3
16.4312,5555.3
16.4325,5555.3
16.4338,5555.3
16.435,5555.3
16.4363,5555.3
16.4375,5555.3
16.4387,5555.3
16.44,5555.3
16.4412,5555.3
16.4425,5555.3
